Time,Time Code,Country Name,Country Code,Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],Bribery incidence (% of firms experiencing at least one bribe payment request) [IC.FRM.BRIB.ZS],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"Droughts, floods, extreme temperatures (% of population, average 1990-2009) [EN.CLC.MDAT.ZS]",CPIA property rights and rule-based governance rating (1=low to 6=high) [IQ.CPA.PROP.XQ],"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high) [IQ.CPA.TRAN.XQ]","Compulsory education, duration (years) [SE.COM.DURS]",Consumer price index (2010 = 100) [FP.CPI.TOTL],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],GDP (current US$) [NY.GDP.MKTP.CD],GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],"GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]",Gini index [SI.POV.GINI],Human capital index (HCI) (scale 0-1) [HD.HCI.OVRL],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Intentional homicides (per 100,000 people) [VC.IHR.PSRC.P5]","Internally displaced persons, new displacement associated with conflict and violence (number of cases) [VC.IDP.NWCV]","Internally displaced persons, total displaced by conflict and violence (number of people) [VC.IDP.TOCV]","Internally displaced persons, new displacement associated with disasters (number of cases) [VC.IDP.NWDS]","International migrant stock, total [SM.POP.TOTL]",International migrant stock (% of population) [SM.POP.TOTL.ZS],Net migration [SM.POP.NETM],Lending interest rate (%) [FR.INR.LEND],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Lifetime risk of maternal death (%) [SH.MMR.RISK.ZS],"Maternal mortality ratio (national estimate, per 100,000 live births) [SH.STA.MMRT.NE]",Military expenditure (% of GDP) [MS.MIL.XPND.GD.ZS],Military expenditure (% of general government expenditure) [MS.MIL.XPND.ZS],"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population) [SH.STA.WASH.P5]",New businesses registered (number) [IC.BUS.NREG],"Personal remittances, paid (current US$) [BM.TRF.PWKR.CD.DT]","Personal remittances, received (% of GDP) [BX.TRF.PWKR.DT.GD.ZS]","Personal remittances, received (current US$) [BX.TRF.PWKR.CD.DT]",Population density (people per sq. km of land area) [EN.POP.DNST],Population growth (annual %) [SP.POP.GROW],"Population, total [SP.POP.TOTL]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Primary education, duration (years) [SE.PRM.DURS]","Secondary education, duration (years) [SE.SEC.DURS]",Strength of legal rights index (0=weak to 12=strong) [IC.LGL.CRED.XQ],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],Trade (% of GDP) [NE.TRD.GNFS.ZS],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]"
1990,YR1990,Bermuda,BMU,..,..,..,..,..,..,..,..,..,0.0192122971144499,1592400000,-0.798461538372536,34870.7477537551,..,..,3.13619995117188,..,..,1.62258640272595,..,..,..,15683,25.7389506162709,..,..,..,..,..,..,..,..,..,..,..,..,1098.62962962963,0.820876764965184,59326,..,7,5,..,..,..,..,..
1990,YR1990,Bhutan,BTN,..,..,0.0967486091750323,0.150715616587007,..,..,..,..,33.3963714000433,10.3831179150234,287658184.003427,8.58887573882019,1557.8065449431,..,..,..,..,10,3.76789041467518,..,..,..,23807,4.44571012408848,..,15,52.878,..,..,..,..,..,..,..,..,..,11.3605932838217,1.63882358045645,530801,..,7,6,..,760,61.2162874403668,..,..
1990,YR1990,Bolivia,BOL,2.85010388016316,..,0.6392840392976,1.51642303628679,..,..,..,..,26.3350446402851,4.6357874278518,4867582597.52327,2.44513668706885,2372.06459581399,..,..,..,..,17.118774604824,..,..,..,..,73758,1.07577820282411,..,41.8133333333333,56.099,..,..,2.81588331884607,12.3645060225396,..,..,7700000,0.0945027601039699,4599999.905,6.3369694452137,2.11582256905786,6864839,..,6,6,..,31220,46.7032725851148,6.69000005722046,..
1990,YR1990,Bosnia and Herzegovina,BIH,..,..,..,5.3703190063588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.63551642663409,..,..,..,56000,1.23702340359921,..,..,70.877,..,9,..,..,..,..,..,..,..,..,-0.989770811954186,4463422,..,4,8,..,30260,..,..,..
1990,YR1990,Botswana,BWA,10.2143627070448,..,0.399403954349711,2.18378620344494,..,..,..,..,16.2558654177117,6.77282194938265,3790567051.86778,3.26516336497014,5467.61287579256,..,..,5.73963022232056,16.5108795166016,11.3963461199557,..,..,..,..,27510,1.99374698328905,..,7.875,59.191,..,..,4.44515803477224,10.2720848056537,..,..,117981204.528078,2.25744507376109,85569969.18,2.27049212146878,3.34033362763288,1286756,..,7,5,..,13040,104.847320396747,..,..
1990,YR1990,Brazil,BRA,-15.0116423666383,..,0.198422461008244,1.32815917239375,..,..,..,..,0.00089270375032944,-4.35000000000022,390725626002.866,-6.06711785432853,6693.59288079069,60.5,..,..,..,2947.73277248299,19.6648020844954,..,..,..,798517,0.530953063465134,..,..,66.343,..,44,2.36384102519699,..,..,..,11000000,0.146650222526177,573000000,17.8273186378788,1.81151883766468,149003225,..,4,7,..,590340,15.1556030169304,3.69000005722046,6.75
1990,YR1990,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.71787981016639,..,..,..,8035,48.8182757154141,..,..,..,..,..,..,..,..,..,..,..,..,116.593333333333,3.62130615911767,17489,..,7,5,..,..,..,..,..
1990,YR1990,Brunei Darussalam,BRN,..,..,0.225603824906044,12.6007869693948,..,..,..,..,78.048711229506,1.08942053548758,3520551724.13793,-1.74655669901296,55853.6052065721,..,..,3.95995998382568,8.71026992797852,2.13866293163794,..,..,..,..,73200,28.4892523128058,..,..,70.185,..,..,6.43773526926327,14.6914446002805,..,..,..,..,..,49.0918406072106,2.8455180529265,258714,..,6,7,..,4670,99.0753800344774,..,..
1990,YR1990,Bulgaria,BGR,-1.22032520588269,..,1.11872711607087,8.44317044319132,..,..,..,..,0.0353266482273696,-9.11737709565385,20632090909.0909,-7.4632076536532,7547.12236961318,..,..,4.45406007766724,..,23.8000000000003,2.567447525105,..,..,..,21510,0.243846835166228,..,..,71.6414634146342,..,21,3.83344348975545,..,..,..,..,..,..,78.8058302449607,-1.80375047906806,8718289,..,4,7,..,98220,69.847060845197,1.70000004768372,..
1990,YR1990,Burkina Faso,BFA,-2.3852017156088,..,0.0962951937626857,0.0567470352227713,..,..,..,..,49.1647074300655,-0.602928477580988,3101300641.87512,-3.21125986075208,589.302882162752,..,..,..,..,-0.50430338891893,..,..,..,..,349657,3.96839961897771,..,..,49.454,..,..,2.70489296636086,13.144823407697,..,..,80855110.17,4.50368628291228,139672851.6,32.2040679824561,2.65919850422524,8811033,..,6,7,..,11990,35.4226504401749,..,..
1990,YR1990,Burundi,BDI,..,..,0.0508727980344787,0.0312559811537465,..,..,..,..,10.4849130752725,3.49982213611253,1132101252.51817,0.990041948114808,614.394772085525,..,..,3.35932993888855,..,7.00216956651126,..,..,..,..,333110,5.9344669945045,..,12.3416666666667,47.829,..,..,3.44871247254088,17.2818774844562,..,..,5313700.53988559,..,..,211.797468847352,2.45479768049064,5438959,..,6,7,..,1800,35.6481395516768,0.479999989271164,0.660000026226044
1990,YR1990,Cabo Verde,CPV,..,..,0.278523980888687,0.295899133903235,..,..,..,..,48.0521844031826,0.692171874341213,306891107.262039,-1.32582494801254,1062.38296953501,..,..,..,..,10.6535057862491,..,..,..,..,8931,2.61709684225332,..,..,64.676,..,..,..,..,..,..,1830323.56944987,19.2708042919937,59140384.67,83.8593052109181,2.02447983454426,337953,..,6,5,..,230,85.9515840306445,23,41.2299995422363
1990,YR1990,Cambodia,KHM,..,..,..,0.140380634290956,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38375,0.425969734669974,..,..,53.595,..,..,2.07137559385002,..,..,..,..,..,..,50.8474790392024,3.21833581621915,8975597,..,6,6,..,16130,..,..,..
1990,YR1990,Cameroon,CMR,-8.14879304160885,..,0.125960289343424,0.246178168818122,..,..,..,..,46.9499450028635,-6.10569764600656,12314482085.0878,-8.92951230607528,1954.41095047767,..,..,3.28710007667542,..,1.09938128383606,..,..,..,..,265344,2.19831075446886,..,..,53.362,..,..,1.4745666126807,..,..,..,110884702.450238,0.186709621737504,22992322.92,24.92032324258,3.05359098470614,11780086,..,6,7,..,19520,37.496445441126,..,..
1990,YR1990,Canada,CAN,-2.02257255669318,..,..,15.1488898722761,..,..,..,..,67.279622209502,..,593929550908.468,..,..,..,..,5.9919900894165,13.1906204223633,4.78047693336305,2.38550631718019,..,..,..,4333318,15.6649883379774,..,14.0625,77.4219512195122,..,..,1.95879374221417,3.98190863727281,..,..,1314152129.04174,..,..,3.08860186557717,1.50766067284807,27691138,..,6,6,..,540380,50.1751089831558,8.13000011444092,12.3500003814697
1990,YR1990,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.90295175247955,..,..,..,9387,37.5344875844696,..,..,..,..,..,..,..,..,..,..,..,..,105.445833333333,5.1861220318648,25307,..,6,6,..,..,..,..,..
1990,YR1990,Central African Republic,CAF,..,..,0.0841966172615439,0.0534427841552833,..,..,..,..,49.7014779622493,-2.14752806574087,1440711395.67069,-4.27436918759379,634.737901515349,..,..,2.2441999912262,11.1400804519653,-0.0123304562272239,..,..,..,..,67234,2.28855836548856,..,..,49.104,..,..,..,..,..,..,35987025.9889842,0.0056085967351139,80803.6923,4.50534527593181,2.19748688276803,2806740,..,6,7,..,16870,42.9429835183745,..,..
1990,YR1990,Chad,TCD,-7.93619324569494,..,0.093749358472697,0.0654005785435794,..,..,..,..,43.5149809432081,-4.17847237277677,1738605558.08241,-7.22059396928637,697.610944853839,..,..,..,..,-0.738282265310936,..,..,..,..,74342,1.24776309990128,..,..,47.019,..,..,1.97507393324884,..,..,..,38932687.8427467,..,..,4.73574491740788,3.2262676611706,5963250,..,6,7,..,15410,41.3870234428165,..,..
1990,YR1990,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61660,43.8333961285002,..,..,75.41,..,..,..,..,..,..,..,..,..,..,0.782856879650362,140677,..,..,..,..,..,..,..,..
1990,YR1990,Chile,CHL,3.00957083568156,..,0.510461285930279,2.29912471297665,..,..,..,..,29.9917383358418,3.33356547444561,33113887818.957,1.65325484026697,4504.0138720543,57.2,..,2.25015997886658,..,26.0364811362365,..,..,..,..,107501,0.818045411675431,..,48.8691791893508,73.509,..,41,3.40165485912065,14.8528622103043,..,..,7200000,0.00120795241013955,400000.006,17.8534575512554,1.63946957022375,13274617,38.6,6,6,..,45260,61.7456905156426,5.63000011444092,13.0600004196167
1990,YR1990,China,CHN,..,..,1.95078978390367,1.91454256354691,..,..,..,..,40.4402632290027,3.92025136776569,360857912565.966,2.40655857199583,981.419207412383,32.2,..,..,..,3.05229012075235,..,..,..,..,376361,0.0325964938683881,..,9.36,69.145,..,..,2.45401611552735,13.7473617006491,..,..,5000000,0.054298379826764,195940000,120.448249116415,1.46730321087928,1135185000,..,5,6,..,3240290,22.1994733269413,2.5,..
1990,YR1990,Colombia,COL,-0.598787951979531,..,0.294024053737736,1.47209118422199,..,..,..,..,9.40066198618763,4.28199833053058,47844090709.9908,2.2498479790859,5006.703245902,..,..,..,..,29.137822529893,73.4988272360372,..,..,..,104277,0.304266834868313,..,44.569656996587,69.75,..,60,1.86015929954807,9.10071869210253,..,..,44000000,1.03461052902116,495000000,29.8355736818387,1.96794438406062,33102569,..,5,6,..,123410,34.7778103803081,..,..
1990,YR1990,Comoros,COM,1.26637922062494,..,0.10728178270501,0.170068853590154,..,..,..,..,..,5.09123641339696,429622147.743446,2.03755007987681,1585.25379893982,..,..,..,..,..,..,..,..,..,14079,3.39135336172509,..,..,56.677,..,..,..,..,..,..,4433221.92782664,2.31255897611055,9935265.541,221.170338527673,2.94880075133557,411598,..,6,7,..,260,35.7570317175344,..,..
1990,YR1990,"Congo, Dem. Rep.",COD,..,..,0.104190816478847,0.0918755890113675,..,..,..,..,4.13142847259999E-10,-6.56831069464246,9349764580.41173,-9.66521335605891,881.801219304391,..,..,..,..,81.295404814004,..,..,..,..,754194,2.15714037449536,..,..,49.043,..,..,..,..,..,..,..,..,..,15.2674281555325,3.37079532234555,34612023,..,6,6,..,38110,..,..,..
1990,YR1990,"Congo, Rep.",COG,4.41254332165542,..,0.391167501195092,1.35780781927578,..,..,..,..,37.8580450789336,1.00000356627487,2798746050.58236,-1.72472602915788,3471.16724964987,..,..,..,..,2.88905374216947,..,..,..,..,129597,5.430496210507,..,..,54.638,..,..,..,..,..,..,55460715.7005165,0.156383181356854,4376768.112,6.9011420204978,2.73480930489373,2356740,..,6,7,..,9660,70.8193543307087,..,..
1990,YR1990,Costa Rica,CRI,2.48205128672825,..,0.183134846802624,0.920038109453119,..,..,..,..,8.55449452397341,3.55306336572285,5711687786.75989,0.883400994404823,5023.82875523794,45.3,..,..,..,19.0397526635649,4.45593370083566,..,..,..,417628,13.4893026278475,..,32.5566666666667,75.654,..,14,0,0,..,..,..,0.210095517262286,12000000,61.0935370152761,2.61187664932642,3119436,27.1,6,5,..,8520,75.2851641940228,4.51000022888184,8.3100004196167
1990,YR1990,Cote d'Ivoire,CIV,..,..,0.0825503035911323,0.227256089016629,..,..,..,..,41.8707257970249,-1.09590841238308,10795850106.9547,-4.59943137388053,2752.94068138402,..,..,..,..,-0.805879698277997,..,..,..,..,1816426,14.9304585460897,..,..,53.254,..,..,1.33343538456305,..,..,..,471232452.4,0.411658474503739,44442031.86,37.4996006289308,3.60660698516235,11924873,..,6,7,..,9300,58.8014956103209,..,..
1990,YR1990,Croatia,HRV,..,..,..,4.25757446359585,..,..,..,..,0.108485967645282,..,..,..,..,..,..,..,..,500,2.86828700456623,..,..,..,475438,9.95395251711863,..,..,72.1704878048781,..,11,..,..,..,..,..,..,..,..,0.211805086145315,4777368,..,4,8,..,28570,..,..,..
1990,YR1990,Cuba,CUB,-1.2070238581083,..,..,3.3613331186811,..,..,..,..,..,-2.94856494503389,28645436569.1489,-3.80047014122627,..,..,..,..,..,..,..,..,..,..,34555,0.326542546164356,..,..,74.638,..,45,..,..,..,..,..,..,..,98.6683985102421,0.881662572796485,10596986,..,6,6,..,54790,71.1144932237197,..,..
1990,YR1990,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.05153583877637,145400,..,..,..,..,..,..,..,..
1990,YR1990,Cyprus,CYP,1.82835263719807,..,0.593292250302166,5.98735220762416,..,..,..,..,53.2788292926221,7.40399950659013,5591130217.66965,5.13997141615243,13341.123046875,..,..,3.33924007415771,..,4.5020546289584,0.652217016081063,..,..,..,43805,5.71411054628749,..,..,76.554,..,..,7.3740356129737,..,..,..,12006638.5796219,1.40559962423403,78588905.33,82.9670995670996,2.05231169930755,766616,..,6,6,..,5440,108.608208716902,1.79999995231628,..
1990,YR1990,Czechia,CZE,..,..,1.14290673331929,14.5354533934042,..,..,..,..,..,..,40728950704.6176,..,12717.9698654759,..,..,..,..,..,..,..,..,..,110394,1.06932581639085,..,..,71.3839024390244,..,9,..,..,..,..,..,..,..,..,-0.267830773210837,10333355,..,4,8,..,181960,63.4970161630816,0.699999988079071,..
1990,YR1990,Denmark,DNK,2.11726852960163,..,0.55568828369085,10.1323902112046,..,..,..,..,66.1125158467994,1.4752442765041,138247285815.855,1.31052516322782,18233.9460963723,..,..,..,..,2.64160306382,0.7974920625226,..,..,..,235189,4.57536594912546,..,..,74.8053658536585,..,..,1.95075703504915,3.48803573327661,..,..,..,..,..,128.523475,0.162456320242469,5140939,..,6,6,..,68840,67.2901956323191,8.34000015258789,11.5299997329712
